,Unnamed: 0,Unnamed: 0.1,type,link,pair,PRODUCT NUMBER,ALCOHOL,SUGAR,ACIDS,ENERGY,PRICE / LITRE,MORE INFORMATION,ADDITIONAL INFORMATION,INGREDIENTS DECLARED BY THE PRODUCER,PACKAGING,CLOSURE,PRODUCER,SUPPLIER,SELECTION,text,topNotch,tips,features,region,variety,acid,bodied,dry,sweet,tannic,floral,citrus fruit,stone fruit,tropical fruit,red fruit,black fruit,honey,herbal,bitter,mineral,creamy,spice,earthy,baking spice,leather,astringent,apple/pear,melon,buttery,pastry,nut,chemical/medicinal,wood,smoky,fish_food,desserts_food,fruit_food,vegetables_food,sweet_food,salty_food,sour_food,bitter_food,beef_food,poultry_food,game_food,pork_food,dairy_food,fatty_food,lamb_food,nutty_food,box,desert,red,rose,sparkling,white,name,year,country,wine_region,wine_subregion,quality
2514,2514,2514,red,"https://www.alko.fi/en/products/418347/Ninth-Island-Pinot-Noir-2017/ 
",fatty fish,418347,13.5,1.0,5.0,80.0,26.51 EUR,,,Contains sulphites. Contains eggs. Contains milk,bottle,metal screw cap,Pipers Brook Vineyard,Vindirekt Finland,general selection,"Red wines are best served slightly below room temperature, at 16–18°C. Chilling a bottle from room temperature to the perfect serving temperature takes about half an hour in a fridge.","Berried and fresh reds go well with pasta, vegetable and chicken dishes and internal organs, such as liver, but also with fish.
Try with tomato-based pasta dishes, chicken stew with Moroccan spices or oven-baked salmon topped with blue cheese.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Medium-bodied, medium tannic, ripe cranberry notes, wild berry notes, violet notes, light blueberry notes, balanced 
","['Australia', 'Tasmania']",['Pinot Noir'],0,2,0,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Ninth-Island-Pinot-Noir-2017,2017,Australia,,,17.25
2540,2540,2540,red,"https://www.alko.fi/en/products/935853/S-o-Miguel-do-Sul-Tinto-2018/ 
",fatty fish,935853,13.5,4.0,5.2,80.0,15.99 EUR,,,Contains sulphites,bottle,natural cork,Casa Relvas,Norex Selected Brands,sale-to-order selection,"Red wines are best served slightly below room temperature, at 16–18°C. Chilling a bottle from room temperature to the perfect serving temperature takes about half an hour in a fridge.","Wines with rich flavours and aromas are a good choice when serving meat dishes.
Try with BBQ-marinated pork ribs, beef and vegetable skewers or T bone steaks.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Medium-bodied, medium tannic, berry notes, boysenberry notes, flowery 
","['Portugal', 'Vinho Regional Alentejano']","['Trincadeira', 'Aragonez', 'Cabernet Sauvignon', 'Alicante Bouschet']",0,2,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,S-o-Miguel-do-Sul-Tinto-2018,2018,Portugal,,,17.75
13240,13240,13240,rose,"https://www.alko.fi/en/products/422047/Josef-Philipp-Br-ndlmayer-Zweigelt-Ros-2019/ 
",fatty fish,422047,12.0,-1.0,5.9,70.0,18.51 EUR,,,Contains sulphites,bottle,metal screw cap,Josef Bründlmayer,Dieter Ettl,general selection,"Serve dry and medium-dry rosés chilled, at 10–12°C, and medium-sweet and sweet rosés well-chilled, at 8–10°C. Chilling a bottle from room temperature to the perfect serving temperature takes about three hours in a fridge.","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish.
You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, lemon notes, raspberry notes, light redcurrant notes, minerally 
","['Qualitätswein Niederösterreich', 'Austria']",['Zweigelt'],3,0,3,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Josef-Philipp-Br-ndlmayer-Zweigelt-Ros-2019,2019,Austria,Niederösterreich,,18.0
13244,13244,13244,rose,"https://www.alko.fi/en/products/428927/Opera-Roses-Chiaretto-2019/ 
",fatty fish,428927,12.0,6.0,5.0,70.0,15.84 EUR,,,Contains sulphites,bottle,synthetic cork,Opera Roses di Bertola Vincenzo e Freddi Edoardo,Vindirekt Finland,general selection,"Serve dry and medium-dry rosés chilled, at 10–12°C, and medium-sweet and sweet rosés well-chilled, at 8–10°C. Chilling a bottle from room temperature to the perfect serving temperature takes about three hours in a fridge.","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish.
You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, medium acidic, ripe apricot notes, blood orange notes, light wild berry notes, hint of lime 
","['Italy', 'DOC Riviera Del Garda Classico']","['Barbera', 'Syrah']",2,0,3,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Opera-Roses-Chiaretto-2019,2019,Italy,,,17.722222222222218
14649,14649,14649,sparkling,"https://www.alko.fi/en/products/944403/Ruppertsberger-Imperial-Riesling-Sekt/ 
",fatty fish,944403,11.5,17.0,7.3,70.0,17.17 EUR,,,Contains sulphites,bottle,natural cork,Ruppertsberger Weinkeller,CISA Drinks,sale-to-order selection,"Sparkling wines made using the traditional method are served well-chilled, at 8–12°C. Fresh, crisp sparkling wines are served slightly cooler, at 6–8°C. A sparkling wine stopper will keep the bubbles in the bottle for several days, as long as the bottle is stored in the fridge. The fuller the bottle, the longer the bubbles will last. Using a gel cooler stored in the freezer, you can chill a bottle from room temperature to the perfect serving temperature in about 20 minutes. In a large cooler or bucket filled with ice cubes and water, you can chill a bottle in 15 minutes.","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, green apple notes, peach notes, toasted, roasted 
","['Germany', 'Pfalz']",['Riesling'],3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Ruppertsberger-Imperial-Riesling-Sekt,0,Germany,,,18.75
14653,14653,14653,sparkling,"https://www.alko.fi/en/products/925537/Palmer-Co-Vintage-Champagne-Brut-2012/ 
",fatty fish,925537,12.0,10.0,7.9,70.0,93.07 EUR,Sold in gift packaging,,Contains sulphites,bottle,natural cork,Champagne Palmer & Co,BBWINES,sale-to-order selection,"Sparkling wines made using the traditional method are served well-chilled, at 8–12°C. Fresh, crisp sparkling wines are served slightly cooler, at 6–8°C. A sparkling wine stopper will keep the bubbles in the bottle for several days, as long as the bottle is stored in the fridge. The fuller the bottle, the longer the bubbles will last. Using a gel cooler stored in the freezer, you can chill a bottle from room temperature to the perfect serving temperature in about 20 minutes. In a large cooler or bucket filled with ice cubes and water, you can chill a bottle in 15 minutes.","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Very dry, acidic, 
","['Champagne', 'France', 'AC Champagne']","['Pinot Noir', 'Chardonnay']",3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Palmer-Co-Vintage-Champagne-Brut-2012,2012,France,Champagne,,18.0
18777,18777,18777,white,"https://www.alko.fi/en/products/917956/Moncaro-Abruzzo-Organic-Passerina-2018/ 
",fatty fish,917956,12.5,5.0,5.9,70.0,15.69 EUR,,,Contains sulphites,bottle,metal screw cap,Terre Cortesi Moncaro,CISA Drinks,sale-to-order selection,"White wines are best served chilled, at 10–12°C. Chilling a bottle from room temperature to the perfect serving temperature takes about two hours in a fridge. The sweeter the wine, the cooler it can be served.","These wines are an excellent match for savoury starters, pasta and fish and seafood dishes.
Try with different kinds of tapas or antipasti, shrimp salad or sushi.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, green apple notes, fruity, herbal notes 
","['Italy', 'DOC Abruzzo Passerina', 'Others']",['Passerina'],3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Moncaro-Abruzzo-Organic-Passerina-2018,2018,Italy,Abruzzo,,17.0
18825,18825,18825,white,"https://www.alko.fi/en/products/902831/Huber-Gr-ner-Veltliner-Terrassen-2019/ 
",fatty fish,902831,12.5,2.0,6.0,70.0,21.59 EUR,,,Contains sulphites,bottle,metal screw cap,Weingut Markus Huber,Hedon Oy,sale-to-order selection,"White wines are best served chilled, at 10–12°C. Chilling a bottle from room temperature to the perfect serving temperature takes about two hours in a fridge. The sweeter the wine, the cooler it can be served.","Nuanced flavours combined with robust acidity make these wines an excellent match for fish and seafood dishes as well as slightly stronger flavours.
Try with Finnish crayfish, clam dishes or blinis.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, very acidic, fruity, spicy, herbal notes 
","['Austria', 'DAC Traisental', 'Niederösterreich']",['Grüner Veltliner'],4,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Huber-Gr-ner-Veltliner-Terrassen-2019,2019,Austria,Niederösterreich,,18.0
1538,1538,1538,desert,"https://www.alko.fi/en/products/670377/Hakutsuru-Superior-Junmai-Ginjo-Sake/ 
",fatty fish,670377,14.5,14.0,-1.0,90.0,37.49 EUR,,,,bottle,metal screw cap,Hakutsuru Sake Brewing,Jf Trading,general selection,"The serving temperature of sake can be changed with the seasons: enjoy warmed-up sake in the cold winter months and chilled sake when it is hot. Sake is a fresh product that does not improve with ageing. A bottle of sake should be consumed within a few days of opening, and an opened bottle should be kept in the fridge – just like wine.","Quality sakes are often served chilled, at 10–12°C or even cooler. Sake served at the start of a meal can be heated to about 40°C in a hot-water bath.
Sake naturally goes well with Japanese food. Try sake at various temperatures with, for example, sushi, in order to find a temperature that is the best for your palate.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, fruity, honey melon notes, citrus notes, light fennel notes 
","['Junmai Ginjo', 'Japan']",[],0,0,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Hakutsuru-Superior-Junmai-Ginjo-Sake,0,Japan,,,
1661,1661,1661,desert,"https://www.alko.fi/en/products/352887/Montanaro-Vermouth-di-Torino-Bianco/ 
",fatty fish,352887,16.0,170.0,5.1,160.0,33.93 EUR,,,Contains sulphites,bottle,synthetic cork,Montanaro,Vinic,general selection,"Used as an aperitif, vermouth should be served chilled, at 10–12°C, or on the rocks. For socialising, serve slightly chilled, at 14–16°C. Light, dry and dryish vermouths add elegant herbal and spicy flavours to vegetable, fish and chicken dishes or sauces.","Vermouth is used as an aperitif, for socialising and in mixed drinks.
Light, dry and dryish vermouths are great aperitifs and can also be served on their own. They are also used as ingredients in many classic cocktails, such as Dry Martini. Many famous cocktails also include sweet vermouths: you cannot make a Negroni or Americano without red vermouth.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Yellow, sweet, citrus peel notes, orangey, dried herbal notes, bitter notes, hint of menthol, balanced 
",['Italy'],[],0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Montanaro-Vermouth-di-Torino-Bianco,0,Italy,,,18.0
2467,2467,2467,red,"https://www.alko.fi/en/products/480697/Domaine-des-Pasquiers-Sablet-2019/ 
",mild cheeses,480697,14.5,1.0,4.8,80.0,23.45 EUR,,,Contains sulphites,bottle,natural cork,Vignobles des Pasquires,Scea Vinobles Des Pasquiers,limited quantity product,"Red wines are best served slightly below room temperature, at 16–18°C. Chilling a bottle from room temperature to the perfect serving temperature takes about half an hour in a fridge.","Wines with rich flavours and aromas are a good choice when serving meat dishes.
Try with BBQ-marinated pork ribs, beef and vegetable skewers or T bone steaks.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Full-bodied, medium tannic, blackberry notes, raspberry notes, plum notes, pepper notes, light rosemary notes 
","['AC Côtes du Rhône Villages', 'France', 'Rhône']","['Mourvèdre', 'Grenache Noir', 'Syrah']",0,3,0,0,2,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Domaine-des-Pasquiers-Sablet-2019,2019,France,Rhône,Côtes du Rhône,18.0
2482,2482,2482,red,"https://www.alko.fi/en/products/413517/Garage-Wine-Co.-Bagual-Vineyard-Garnacha-Field-Blend-2014/ 
",mild cheeses,413517,14.5,4.0,6.4,80.0,39.87 EUR,,Saattaa sisältää sakkaa,Contains sulphites,bottle,natural cork,Two Winters,Handpicked Wines Finland,limited quantity product,"Red wines are best served slightly below room temperature, at 16–18°C. Chilling a bottle from room temperature to the perfect serving temperature takes about half an hour in a fridge.","Nuanced and developed wines go well will rustic meat dishes. You can also pair them with cheese or enjoy them on their own.
Try with reindeer steak, entrecôte or hard, aged cheeses, such as Gouda, Parmesan or Manchego.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Medium-bodied, tannic, sour cherry, currant notes, ripe cranberry notes, herbal notes, black pepper notes, light oak notes 
","['Chile', 'Maule', 'DO Maule Valley']","['Garnacha', 'Syrah']",0,2,0,0,4,1,0,0,0,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Garage-Wine-Co.-Bagual-Vineyard-Garnacha-Field-Blend-2014,2014,Chile,,,17.0
13343,13343,13343,rose,"https://www.alko.fi/en/products/910091/Koppitsch-Rosza-2020/ 
",mild cheeses,910091,11.0,1.0,4.2,60.0,36.31 EUR,,May contain sediment,Contains sulphites,bottle,natural cork,Koppitsch,Let Me Wine Oy,sale-to-order selection,"Serve dry and medium-dry rosés chilled, at 10–12°C, and medium-sweet and sweet rosés well-chilled, at 8–10°C. Chilling a bottle from room temperature to the perfect serving temperature takes about three hours in a fridge.","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish.
You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, medium acidic, strawberry notes, redcurrant notes, herbal notes 
",['Austria'],"['Pinot Noir', 'Sankt Laurent', 'Blaufränkisch', 'Zweigelt', 'Syrah']",2,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Koppitsch-Rosza-2020,2020,Austria,,,18.33333333333333
13392,13392,13392,rose,"https://www.alko.fi/en/products/462547/Gorgo-Bardolino-Chiaretto-Biologico-2020/ 
",mild cheeses,462547,12.5,5.0,5.5,70.0,16.48 EUR,,,Contains sulphites,bottle,metal screw cap,Gorgo di Roberta Bricolo,Firma Jan Björklund,general selection,"Serve dry and medium-dry rosés chilled, at 10–12°C, and medium-sweet and sweet rosés well-chilled, at 8–10°C. Chilling a bottle from room temperature to the perfect serving temperature takes about three hours in a fridge.","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish.
You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, citrus notes, raspberry notes, wild strawberry notes, fresh, refreshing 
","['Italy', 'DOC Bardolino Chiaretto']","['Corvina', 'Rondinella', 'Molinara']",3,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Gorgo-Bardolino-Chiaretto-Biologico-2020,2020,Italy,,,17.722222222222218
14655,14655,14655,sparkling,"https://www.alko.fi/en/products/925537/Palmer-Co-Vintage-Champagne-Brut-2012/ 
",mild cheeses,925537,12.0,10.0,7.9,70.0,93.07 EUR,Sold in gift packaging,,Contains sulphites,bottle,natural cork,Champagne Palmer & Co,BBWINES,sale-to-order selection,"Sparkling wines made using the traditional method are served well-chilled, at 8–12°C. Fresh, crisp sparkling wines are served slightly cooler, at 6–8°C. A sparkling wine stopper will keep the bubbles in the bottle for several days, as long as the bottle is stored in the fridge. The fuller the bottle, the longer the bubbles will last. Using a gel cooler stored in the freezer, you can chill a bottle from room temperature to the perfect serving temperature in about 20 minutes. In a large cooler or bucket filled with ice cubes and water, you can chill a bottle in 15 minutes.","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Very dry, acidic, 
","['Champagne', 'France', 'AC Champagne']","['Pinot Noir', 'Chardonnay']",3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Palmer-Co-Vintage-Champagne-Brut-2012,2012,France,Champagne,,18.0
14703,14703,14703,sparkling,"https://www.alko.fi/en/products/588947/Ambriel-Classic-Cuv-e/ 
",mild cheeses,588947,12.0,7.0,10.6,70.0,52.75 EUR,,,Contains sulphites,bottle,natural cork,Redfolds Vineyards,Edge Wine Finland,limited quantity product,"Sparkling wines made using the traditional method are served well-chilled, at 8–12°C. Fresh, crisp sparkling wines are served slightly cooler, at 6–8°C. A sparkling wine stopper will keep the bubbles in the bottle for several days, as long as the bottle is stored in the fridge. The fuller the bottle, the longer the bubbles will last. Using a gel cooler stored in the freezer, you can chill a bottle from room temperature to the perfect serving temperature in about 20 minutes. In a large cooler or bucket filled with ice cubes and water, you can chill a bottle in 15 minutes.","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Brut, very acidic, green apple notes, citrus notes, whitecurrant notes, minerally, brioche notes, light herb notes, fresh, refreshing 
",['England'],"['Pinot Meunier', 'Pinot Noir', 'Chardonnay']",4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Ambriel-Classic-Cuv-e,0,England,,,
18743,18743,18743,white,"https://www.alko.fi/en/products/929707/Gato-Negro-9-Lives-Sauvignon-Blanc-Reserve-2019/ 
",mild cheeses,929707,12.5,2.0,5.9,70.0,13.17 EUR,,,Contains sulphites,bottle,metal screw cap,Viña San Pedro,Pernod Ricard Finland,general selection,"White wines are best served chilled, at 10–12°C. Chilling a bottle from room temperature to the perfect serving temperature takes about two hours in a fridge. The sweeter the wine, the cooler it can be served.","Nuanced flavours combined with robust acidity make these wines an excellent match for fish and seafood dishes as well as slightly stronger flavours.
Try with Finnish crayfish, clam dishes or blinis.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, green apple notes, lime notes, currant notes, nettle notes 
","['Wine of Chile', 'Chile', 'Others']",['Sauvignon Blanc'],3,0,3,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Gato-Negro-9-Lives-Sauvignon-Blanc-Reserve-2019,2019,Chile,,,17.5
18758,18758,18758,white,"https://www.alko.fi/en/products/594827/Gardo-Morris-Organic-Sauvignon-Blanc-2020/ 
",mild cheeses,594827,13.0,2.0,7.6,70.0,21.19 EUR,,,Contains sulphites,bottle,metal screw cap,Gardo & Morris,Ruby Straw Wine Export Special,limited quantity product,"White wines are best served chilled, at 10–12°C. Chilling a bottle from room temperature to the perfect serving temperature takes about two hours in a fridge. The sweeter the wine, the cooler it can be served.","Nuanced flavours combined with robust acidity make these wines an excellent match for fish and seafood dishes as well as slightly stronger flavours.
Try with Finnish crayfish, clam dishes or blinis.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, citrus notes, currant leaf notes, yellow fruity notes, herbal notes, light mineral notes 
","['New Zealand', 'Marlborough']",['Sauvignon Blanc'],3,0,3,0,0,0,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Gardo-Morris-Organic-Sauvignon-Blanc-2020,2020,New Zealand,Marlborough,,18.5
1280,1280,1280,desert,"https://www.alko.fi/en/products/318947/Marabello-plastic-bottle/ 
",mild cheeses,318947,15.0,100.0,4.7,120.0,10.79 EUR,,,Contains sulphites,plastic bottle,plastic closure,Pernod Ricard Finland,Pernod Ricard Finland,general selection,"Serve flavoured fortified wines chilled, at 10–12°C.","Flavoured fortified wines are ideal for cocktails and punches, and can also be enjoyed on their own.
Try flavoured fortified wines for adding flavour and richness to punches, choosing the dominant flavour that you like the most. You can also serve classic flavoured fortified wines as an aperitif, as they do in France.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Red, bitter notes, hint of vermouth 
",['Finland'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Marabello-plastic-bottle,0,Finland,,,
1307,1307,1307,desert,"https://www.alko.fi/en/products/308967/Lakka-V-kev-Viini/ 
",mild cheeses,308967,15.0,200.0,3.4,170.0,13.99 EUR,,,Contains sulphites,bottle,metal screw cap,Lignell & Piispanen,Lignell & Piispanen,general selection,"Serve these wines well-chilled, at 8–10°C. Chilling a bottle from room temperature to the perfect serving temperature takes about three hours in a fridge. Especially aromatised wines, as well as wines containing berries or fruit pulp, should be served well-chilled. If they are too warm, they can foam out of the bottle once opened.","Sparkling fruit wines, fruit wines and aromatised wines are perfect for socialising, as aperitifs or in mixed drinks and punches.
Try them in cocktails or punches, and choose the berry or fruit that you like the most. You can adjust the alcohol content by adding spirits, liquor, sparkling water, tonic or juice. Decorate with the season’s berries, fruits and herbs.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Golden-yellow, sweet, acidic, cloudberry jam notes 
",['Finland'],[],3,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Lakka-V-kev-Viini,0,Finland,,,
